-12.00	3.00
-11.95	3.06
-11.90	3.12
-11.85	3.18
-11.80	3.24
-11.75	3.29
-11.70	3.35
-11.65	3.41
-11.60	3.47
-11.55	3.53
-11.50	3.59
-11.45	3.65
-11.40	3.71
-11.35	3.76
-11.30	3.82
-11.25	3.88
-11.20	3.94
-11.15	4.00
-11.10	4.06
-11.05	4.12
-11.00	4.18
-10.95	4.24
-10.90	4.29
-10.85	4.35
-10.80	4.41
-10.75	4.47
-10.70	4.53
-10.65	4.59
-10.60	4.65
-10.55	4.71
-10.50	4.76
-10.45	4.82
-10.40	4.88
-10.35	4.94
-10.30	5.00
-10.25	12.92
-10.20	20.83
-10.15	28.75
-10.10	36.67
-10.05	44.58
-10.00	52.50
-9.95	60.42
-9.90	68.33
-9.85	76.25
-9.80	84.17
-9.75	92.08
-9.70	95.00
-9.65	98.00
-9.60	101.00
-9.55	101.00
-9.50	101.00
-9.45	101.00
-9.40	101.00
-9.35	101.00
-9.30	101.00
-9.25	101.00
-9.20	101.00
-9.15	101.00
-9.10	101.00
-9.05	101.00
-9.00	99.00
-8.95	99.00
-8.90	99.00
-8.85	99.00
-8.80	99.00
-8.75	99.00
-8.70	99.00
-8.65	99.00
-8.60	99.00
-8.55	99.00
-8.50	99.00
-8.45	99.00
-8.40	99.00
-8.35	99.00
-8.30	99.00
-8.25	101.00
-8.20	101.00
-8.15	101.00
-8.10	101.00
-8.05	101.00
-8.00	101.00
-7.95	101.00
-7.90	101.00
-7.85	101.00
-7.80	101.00
-7.75	101.00
-7.70	101.00
-7.65	101.00
-7.60	101.00
-7.55	101.00
-7.50	101.00
-7.45	101.00
-7.40	101.00
-7.35	101.00
-7.30	101.00
-7.25	101.00
-7.20	101.00
-7.15	101.00
-7.10	101.00
-7.05	101.00
-7.00	99.00
-6.95	99.00
-6.90	99.00
-6.85	99.00
-6.80	99.00
-6.75	99.00
-6.70	99.00
-6.65	99.00
-6.60	99.00
-6.55	99.00
-6.50	99.00
-6.45	99.00
-6.40	99.00
-6.35	99.00
-6.30	99.00
-6.25	101.00
-6.20	101.00
-6.15	101.00
-6.10	101.00
-6.05	101.00
-6.00	101.00
-5.95	101.00
-5.90	101.00
-5.85	101.00
-5.80	101.00
-5.75	101.00
-5.70	101.00
-5.65	101.00
-5.60	101.00
-5.55	101.00
-5.50	101.00
-5.45	101.00
-5.40	101.00
-5.35	101.00
-5.30	101.00
-5.25	101.00
-5.20	101.00
-5.15	101.00
-5.10	101.00
-5.05	101.00
-5.00	99.00
-4.95	99.00
-4.90	99.00
-4.85	99.00
-4.80	99.00
-4.75	99.00
-4.70	99.00
-4.65	99.00
-4.60	99.00
-4.55	99.00
-4.50	99.00
-4.45	99.00
-4.40	99.00
-4.35	99.00
-4.30	99.00
-4.25	101.00
-4.20	101.00
-4.15	101.00
-4.10	101.00
-4.05	101.00
-4.00	101.00
-3.95	101.00
-3.90	101.00
-3.85	101.00
-3.80	101.00
-3.75	101.00
-3.70	101.00
-3.65	101.00
-3.60	101.00
-3.55	101.00
-3.50	101.00
-3.45	101.00
-3.40	101.00
-3.35	101.00
-3.30	101.00
-3.25	101.00
-3.20	101.00
-3.15	101.00
-3.10	101.00
-3.05	101.00
-3.00	99.00
-2.95	99.00
-2.90	99.00
-2.85	99.00
-2.80	99.00
-2.75	99.00
-2.70	99.00
-2.65	99.00
-2.60	99.00
-2.55	99.00
-2.50	99.00
-2.45	99.00
-2.40	99.00
-2.35	99.00
-2.30	99.00
-2.25	101.00
-2.20	101.00
-2.15	101.00
-2.10	101.00
-2.05	101.00
-2.00	101.00
-1.95	101.00
-1.90	101.00
-1.85	101.00
-1.80	101.00
-1.75	101.00
-1.70	101.00
-1.65	101.00
-1.60	101.00
-1.55	101.00
-1.50	101.00
-1.45	101.00
-1.40	101.00
-1.35	101.00
-1.30	101.00
-1.25	101.00
-1.20	101.00
-1.15	101.00
-1.10	101.00
-1.05	101.00
-1.00	100.00
-0.95	100.00
-0.90	100.00
-0.85	100.00
-0.80	100.00
-0.75	100.00
-0.70	100.00
-0.65	100.00
-0.60	100.00
-0.55	100.00
-0.50	100.00
-0.45	100.00
-0.40	100.00
-0.35	100.00
-0.30	100.00
-0.25	100.00
-0.20	100.00
-0.15	100.00
-0.10	100.00
-0.05	100.00
0.00	100.00
0.05	100.00
0.10	100.00
0.15	100.00
0.20	100.00
0.25	100.00
0.30	100.00
0.35	100.00
0.40	100.00
0.45	100.00
0.50	100.00
0.55	100.00
0.60	100.00
0.65	100.00
0.70	100.00
0.75	100.00
0.80	100.00
0.85	100.00
0.90	100.00
0.95	100.00
1.00	100.00
1.05	101.00
1.10	101.00
1.15	101.00
1.20	101.00
1.25	101.00
1.30	101.00
1.35	101.00
1.40	101.00
1.45	101.00
1.50	101.00
1.55	101.00
1.60	101.00
1.65	101.00
1.70	101.00
1.75	101.00
1.80	101.00
1.85	101.00
1.90	101.00
1.95	101.00
2.00	101.00
2.05	101.00
2.10	101.00
2.15	101.00
2.20	101.00
2.25	101.00
2.30	101.00
2.35	101.00
2.40	101.00
2.45	101.00
2.50	101.00
2.55	101.00
2.60	101.00
2.65	101.00
2.70	101.00
2.75	99.00
2.80	99.00
2.85	99.00
2.90	99.00
2.95	99.00
3.00	101.00
3.05	101.00
3.10	101.00
3.15	101.00
3.20	101.00
3.25	101.00
3.30	101.00
3.35	101.00
3.40	101.00
3.45	101.00
3.50	101.00
3.55	101.00
3.60	101.00
3.65	101.00
3.70	101.00
3.75	101.00
3.80	101.00
3.85	101.00
3.90	101.00
3.95	101.00
4.00	101.00
4.05	101.00
4.10	101.00
4.15	101.00
4.20	101.00
4.25	101.00
4.30	101.00
4.35	101.00
4.40	101.00
4.45	101.00
4.50	101.00
4.55	101.00
4.60	101.00
4.65	101.00
4.70	101.00
