Clinic: 	Radiotherapie UMC Utrecht
Address: 	Heidelberglaan 100, Utrecht
Telephone: 	030-2507209
Email: 	radiotherapy@azu.nl

Beam Description:

Radiation device	selftest
Energy	6 MV Photon
Wedge:	0 °
Gantry	0 °(0°up, CW)
Collimator	0 °
SSD, SAD [cm]:  100.00 100.00
Applicator: 	No Applicator
Field size [cm x cm]: 40.00 x 40.00
Field position inline (min, max) [cm]:  -20.00 20.00
Field position crossline (min, max) [cm]:  -20.00 20.00
Medium: 	Water

CurveType: 	Crossline Profile

Curve Description:

Measurement Time: 	2012-03-01 14:33:30
Modification Time: 	2012-03-01 14:33:30
Operator: 	
Measurement comment: 	
Setup comment: 	
Renormalise factor: 	-
Curve offset [cm]:  0.00

Detector
Quantity: 	Relative Dose
Detector Type: IC 15 Ion Chamber (Cylindrical) IC 15 Ion Chamber (Cylindrical)  Offset to P eff [cm]: -0.18 Radius: 0.68 cm
Can be used for CA24 calibration:	No

Electrometer
Electrometer type: 	CU500E
Measurement mode: 	Continuous
Reference division:	-
Reference (avg, min, max):  1050 1042 1058
Measurements per point: 	-
Sampling time [ms]:  0
HV type: 	-
Normalisation value, field and reference:  1033 1046
Dark current, field and reference:  -2 -3
High voltage, field and reference [V]:  300 300
Gain, field and reference:  18 18
Range, field and reference: HIGH   HIGH

Servo
Servo type: 	: Blue 48 48 41
Scan Speed [mm/s]:  15.00
Water surface correction [cm]:  9.40
Water offset correction [cm]:  0.00
Origin [X, Y, Z]:  2.13 0.26 7.19
Servo axis [I, C, D]: -Y  X -Z
Isocentre [I, C, D] [cm]:  0.00 0.00 0.00
Normalisation [I, C, D] [cm]:  0.00 0.00 4.99

Position A [I, C, D] [cm]:  0.26 -0.13 7.04
Position B [I, C, D] [cm]:  0.26 -0.13 7.04
Position C [I, C, D] [cm]:  0.26 -0.13 7.04
Position D [I, C, D] [cm]:  0.26 -0.13 7.04
Number Of Points:  620
Start Point [I,C,D] [cm]:  0.00 -21.13 5.00
End Point [I,C,D] [cm]:  0.00 25.06 5.00
Points [cm]:	Inline	Crossline	Depth	Relative Dose
0	-21.127	5	9.00
0	-21.007	5	9.24
0	-20.907	5	9.44
0	-20.827	5	9.60
0	-20.757	5	9.74
0	-20.687	5	9.88
0	-20.607	5	10.04
0	-20.547	5	10.16
0	-20.457	5	10.34
0	-20.387	5	10.48
0	-20.307	5	10.64
0	-20.247	5	10.76
0	-20.167	5	10.92
0	-20.097	5	11.06
0	-20.017	5	11.22
0	-19.947	5	11.36
0	-19.867	5	11.52
0	-19.787	5	11.68
0	-19.707	5	11.84
0	-19.647	5	11.96
0	-19.567	5	12.12
0	-19.497	5	16.32
0	-19.427	5	20.52
0	-19.327	5	26.52
0	-19.267	5	30.12
0	-19.187	5	34.92
0	-19.117	5	39.12
0	-19.027	5	44.52
0	-18.967	5	48.12
0	-18.887	5	52.92
0	-18.827	5	56.52
0	-18.747	5	61.32
0	-18.687	5	64.92
0	-18.587	5	70.92
0	-18.517	5	75.12
0	-18.447	5	79.32
0	-18.377	5	83.52
0	-18.287	5	88.92
0	-18.217	5	93.12
0	-18.147	5	97.32
0	-18.077	5	99.50
0	-17.987	5	99.50
0	-17.927	5	99.50
0	-17.847	5	99.50
0	-17.777	5	99.50
0	-17.687	5	99.50
0	-17.627	5	99.50
0	-17.547	5	99.50
0	-17.487	5	99.50
0	-17.407	5	99.50
0	-17.337	5	99.50
0	-17.257	5	99.50
0	-17.187	5	99.50
0	-17.107	5	99.50
0	-17.037	5	99.50
0	-16.967	5	99.50
0	-16.887	5	99.50
0	-16.797	5	99.50
0	-16.737	5	99.50
0	-16.657	5	99.50
0	-16.587	5	99.50
0	-16.507	5	99.50
0	-16.427	5	99.50
0	-16.357	5	99.50
0	-16.267	5	99.50
0	-16.207	5	99.50
0	-16.127	5	99.50
0	-16.057	5	99.50
0	-15.977	5	99.50
0	-15.917	5	99.50
0	-15.837	5	99.50
0	-15.767	5	99.50
0	-15.687	5	99.50
0	-15.617	5	99.50
0	-15.537	5	99.50
0	-15.467	5	99.50
0	-15.387	5	99.50
0	-15.317	5	99.50
0	-15.237	5	99.50
0	-15.167	5	99.50
0	-15.087	5	99.50
